2018-19,,,,,2017-18,,,,,2016-17,,,,,,
Yield Temperature Data,,,,,Yield Temperature Data,,,,,Yield Temperature Data,,,,,,
Upper,,Lower,,,Upper,,Lower,,,Upper,,Lower,,,,
2019/2/15 9:00,17.5791,2019/2/14 4:20,16.6896,,2018/1/23 1:10,18.6239,2018/2/1 0:00,17.5639,,2017/3/10 4:30,21.2902,2017/3/5 2:00,20.1086,,,
2019/2/15 9:10,17.6727,2019/2/14 4:30,16.7768,,2018/1/23 1:20,22.4208,2018/2/1 0:00,15.3856,,2017/3/10 4:40,21.1106,2017/3/5 2:10,20.16,,,
2019/2/15 9:20,17.6979,2019/2/14 4:40,16.7973,,2018/1/23 1:20,18.5611,2018/2/1 0:00,16.1422,,2017/3/10 4:50,20.9834,2017/3/5 2:20,20.2324,,,
2019/2/15 9:30,17.683,2019/2/14 4:50,16.9799,,2018/1/23 1:30,22.3878,2018/2/1 0:00,16.2893,,2017/3/10 5:00,20.8973,2017/3/5 2:30,20.3033,,,
2019/2/15 9:40,17.6305,2019/2/14 5:00,17.0897,,2018/1/23 1:30,18.9136,2018/2/1 0:00,16.6473,,2017/3/10 5:10,20.8098,2017/3/5 2:40,20.3582,,,
2019/2/15 9:50,17.5215,2019/2/14 5:10,17.113,,2018/1/23 1:40,22.3996,2018/2/1 0:00,16.9318,,2017/3/10 5:20,20.791,2017/3/5 2:50,20.3805,,,
2019/2/15 10:00,17.4817,2019/2/14 5:20,17.0292,,2018/1/23 1:40,18.8672,2018/2/1 0:00,17.1554,,2017/3/10 5:30,20.7492,2017/3/5 3:00,20.3285,,,
2019/2/15 10:10,17.427,2019/2/14 5:30,17.0678,,2018/1/23 1:50,22.4248,2018/2/1 0:00,14.8257,,2017/3/10 5:40,20.7075,2017/3/5 3:10,20.3544,,,
2019/2/15 10:20,17.382,2019/2/14 5:40,17.2533,,2018/1/23 1:50,18.8288,2018/2/1 0:00,15.2089,,2017/3/10 5:50,20.7219,2017/3/5 3:20,20.601,,,
2019/2/15 10:30,17.3478,2019/2/14 5:50,17.4151,,2018/1/23 2:00,22.4147,2018/2/1 0:00,15.3988,,2017/3/10 6:00,20.6249,2017/3/5 3:30,20.4395,,,
2019/2/15 10:40,17.3217,2019/2/14 6:00,17.4524,,2018/1/23 2:00,18.5586,2018/2/1 0:00,15.2643,,2017/3/10 6:10,20.5696,2017/3/5 3:40,20.517,,,
2019/2/15 10:50,17.2978,2019/2/14 6:10,17.3895,,2018/1/23 2:10,22.4315,2018/2/1 0:00,15.1803,,2017/3/10 6:20,20.5248,2017/3/5 3:50,20.8103,,,
2019/2/15 11:00,17.2947,2019/2/14 6:20,17.3383,,2018/1/23 2:10,18.6346,2018/2/1 0:00,15.2238,,2017/3/10 6:30,20.4233,2017/3/5 4:00,20.8827,,,
2019/2/15 11:10,17.2986,2019/2/14 6:30,17.3018,,2018/1/23 2:20,22.4465,2018/2/1 0:00,14.9691,,2017/3/10 6:40,20.4659,2017/3/5 4:10,20.9685,,,
2019/2/15 11:20,17.3077,2019/2/14 6:40,17.3,,2018/1/23 2:20,18.6372,2018/2/1 0:00,15.1531,,2017/3/10 6:50,20.4714,2017/3/5 4:20,21.0621,,,
2019/2/15 11:30,17.306,2019/2/14 6:50,17.2896,,2018/1/23 2:30,22.4652,2018/2/1 0:00,14.9199,,2017/3/10 7:00,20.4815,2017/3/5 4:30,21.1308,,,
2019/2/15 11:40,17.6427,2019/2/14 7:00,17.2879,,2018/1/23 2:30,18.7743,2018/2/1 0:00,14.9335,,2017/3/10 7:10,20.5012,2017/3/5 4:40,21.1562,,,
2019/2/15 11:50,17.5321,2019/2/14 7:10,17.2863,,2018/1/23 2:40,22.5053,2018/2/1 0:00,14.6146,,2017/3/10 7:20,20.4108,2017/3/5 4:50,21.1614,,,
2019/2/15 12:00,17.3019,2019/2/14 7:20,17.2779,,2018/1/23 2:40,18.7553,2018/2/1 0:00,14.7991,,2017/3/10 7:30,20.3196,2017/3/5 5:00,21.1698,,,
2019/2/15 12:10,17.2941,2019/2/14 7:30,17.2743,,2018/1/23 2:50,22.5491,2018/2/1 0:00,16.1193,,2017/3/10 7:40,20.2393,2017/3/5 5:10,21.1895,,,
2019/2/15 12:20,17.2845,2019/2/14 7:40,17.2683,,2018/1/23 2:50,18.7064,2018/2/1 0:00,15.816,,2017/3/10 7:50,20.1893,2017/3/5 5:20,21.2001,,,
2019/2/15 12:30,17.2633,2019/2/14 7:50,17.2691,,2018/1/23 3:00,22.5861,2018/2/1 0:00,15.2569,,2017/3/10 8:00,20.1834,2017/3/5 5:30,21.1895,,,
2019/2/15 12:40,17.2504,2019/2/14 8:00,17.2603,,2018/1/23 3:00,19.222,2018/2/1 0:00,15.1418,,2017/3/10 8:10,20.4372,2017/3/5 5:40,21.1867,,,
2019/2/15 12:50,17.3558,2019/2/14 8:10,17.2541,,2018/1/23 3:10,22.6276,2018/2/1 0:00,14.9996,,2017/3/10 8:20,20.2014,2017/3/5 5:50,21.1844,,,
2019/2/15 13:00,17.4832,2019/2/14 8:20,17.2939,,2018/1/23 3:10,19.3403,2018/2/1 0:00,14.9803,,2017/3/10 8:30,20.1701,2017/3/5 6:00,21.1866,,,
2019/2/15 13:10,17.5345,2019/2/14 8:30,17.3682,,2018/1/23 3:20,22.7191,2018/2/1 0:00,17.2254,,2017/3/10 8:40,20.1594,2017/3/5 6:10,21.1833,,,
2019/2/15 13:20,17.5293,2019/2/14 8:40,17.4608,,2018/1/23 3:20,19.4568,2018/2/1 0:00,17.1461,,2017/3/10 8:50,20.1817,2017/3/5 6:20,21.1773,,,
2019/2/15 13:30,17.3315,2019/2/14 8:50,17.5172,,2018/1/23 3:30,22.7262,2018/2/1 0:00,17.1284,,2017/3/10 16:10,19.5397,2017/3/5 6:30,21.1792,,,
2019/2/15 13:40,17.5415,2019/2/14 9:00,17.529,,2018/1/23 3:30,18.5044,2018/2/1 0:00,16.9323,,2017/3/10 16:20,19.6477,2017/3/5 6:40,21.1706,,,
2019/2/15 13:50,17.6114,2019/2/14 9:10,17.8631,,2018/1/23 3:40,22.7652,2018/2/1 0:00,16.3769,,2017/3/10 16:30,19.6875,2017/3/5 6:50,21.1558,,,
2019/2/15 14:00,17.6355,2019/2/14 9:20,18.158,,2018/1/23 3:40,18.4612,2018/2/1 0:00,16.3607,,2017/3/10 16:40,19.7139,2017/3/5 7:00,21.1422,,,
2019/2/15 14:10,17.5775,2019/2/14 9:30,18.2056,,2018/1/23 3:50,22.7838,2018/2/1 0:00,17.738,,2017/3/10 16:50,19.7377,2017/3/5 7:10,21.1213,,,
2019/2/15 14:20,17.6259,2019/2/14 9:40,18.1974,,2018/1/23 3:50,18.4952,2018/2/1 0:00,17.6445,,2017/3/10 17:00,19.7673,2017/3/5 7:20,21.1045,,,
2019/2/15 14:30,17.6529,2019/2/14 9:50,18.1706,,2018/1/23 4:00,22.7875,2018/2/1 0:00,17.5761,,2017/3/10 17:10,19.8145,2017/3/5 7:30,21.0938,,,
2019/2/15 14:40,17.6418,2019/2/14 10:00,18.1444,,2018/1/23 4:00,19.3994,2018/2/1 0:00,17.5919,,2017/3/10 17:20,19.8262,2017/3/5 7:40,21.0747,,,
2019/2/15 14:50,17.6411,2019/2/14 10:10,18.1367,,2018/1/23 4:10,22.7641,2018/2/1 0:00,17.5163,,2017/3/10 17:30,19.8106,2017/3/5 7:50,21.0438,,,
2019/2/15 15:00,17.6409,2019/2/14 10:20,18.2179,,2018/1/23 4:10,19.3996,2018/2/1 0:00,17.3988,,2017/3/10 17:40,19.8212,2017/3/5 8:00,21.0055,,,
2019/2/15 15:10,17.6262,2019/2/14 10:30,18.2159,,2018/1/23 4:20,22.7643,2018/2/1 0:00,17.9925,,2017/3/10 17:50,19.8701,2017/3/5 8:10,20.9717,,,
2019/2/15 15:20,17.6177,2019/2/14 10:40,18.2755,,2018/1/23 4:20,19.4017,2018/2/1 0:00,18.7578,,2017/3/10 18:00,19.9116,2017/3/5 8:20,20.9346,,,
2019/2/15 15:30,17.6261,2019/2/14 10:50,18.3743,,2018/1/23 4:30,22.777,2018/2/1 0:00,18.1009,,2017/3/10 18:10,19.9064,2017/3/5 8:30,20.8828,,,
2019/2/15 15:40,17.6404,2019/2/14 11:00,18.5559,,2018/1/23 4:30,18.9082,2018/2/1 0:00,18.0981,,2017/3/10 18:20,19.9145,2017/3/5 8:40,20.8311,,,
2019/2/15 15:50,17.6562,2019/2/14 11:10,18.5649,,2018/1/23 4:40,22.7925,2018/2/1 0:00,18.1148,,2017/3/10 18:30,19.9276,2017/3/5 8:50,20.794,,,
2019/2/15 16:00,17.6301,2019/2/14 11:20,18.4754,,2018/1/23 4:40,19.1185,2018/2/1 0:00,17.9296,,2017/3/10 18:40,19.9321,2017/3/5 9:00,20.7679,,,
2019/2/15 16:10,17.5987,2019/2/14 11:30,18.3561,,2018/1/23 4:50,22.8039,2018/2/1 0:00,18.3002,,2017/3/10 18:50,19.9235,2017/3/5 9:10,20.7358,,,
2019/2/15 16:20,17.5786,2019/2/14 11:40,18.2403,,2018/1/23 4:50,19.3245,2018/2/1 0:00,18.3061,,2017/3/10 19:00,19.9264,2017/3/5 9:20,20.7233,,,
2019/2/15 16:30,17.5599,2019/2/14 11:50,18.1357,,2018/1/23 5:00,22.8394,2018/2/1 0:00,18.3705,,2017/3/10 19:10,19.9564,2017/3/5 9:30,20.7319,,,
2019/2/15 16:40,17.5544,2019/2/14 12:00,17.9812,,2018/1/23 5:00,18.9661,2018/2/1 0:00,18.4106,,2017/3/10 19:20,19.974,2017/3/5 9:40,20.7315,,,
2019/2/15 16:50,17.5422,2019/2/14 12:10,17.8587,,2018/1/23 5:10,22.8501,2018/2/1 0:00,18.4365,,2017/3/10 19:30,19.9902,2017/3/5 9:50,20.7267,,,
2019/2/15 17:00,17.5406,2019/2/14 12:20,17.7651,,2018/1/23 5:10,18.8208,2018/2/1 0:00,18.0045,,2017/3/10 19:40,19.9914,2017/3/5 10:00,20.7118,,,
2019/2/15 17:10,17.517,2019/2/14 12:30,17.7029,,2018/1/23 5:20,22.8596,2018/2/1 0:00,18.0646,,2017/3/10 19:50,19.9839,2017/3/5 10:10,20.6404,,,
2019/2/15 17:20,17.4774,2019/2/14 12:40,17.6406,,2018/1/23 5:20,18.7054,2018/2/1 0:00,18.0438,,2017/3/10 20:00,19.9761,2017/3/5 10:20,21.4266,,,
2019/2/15 17:30,17.4967,2019/2/14 12:50,17.5882,,2018/1/23 5:30,22.887,2018/2/1 0:00,18.0316,,2017/3/10 20:10,19.9591,2017/3/5 10:30,20.8882,,,
2019/2/15 17:40,17.5297,2019/2/14 13:00,17.5297,,2018/1/23 5:30,19.5008,2018/2/1 0:00,18.0587,,2017/3/10 20:20,19.9201,2017/3/5 10:40,20.6779,,,
2019/2/15 17:50,17.4821,2019/2/14 13:10,17.4972,,2018/1/23 5:40,22.9219,2018/2/1 0:00,18.0762,,2017/3/10 20:30,19.7796,2017/3/5 10:50,20.6383,,,
2019/2/15 18:00,17.457,2019/2/14 13:20,17.3832,,2018/1/23 5:40,19.4756,2018/2/1 0:00,18.0883,,2017/3/10 20:40,19.8063,2017/3/5 11:00,20.5788,,,
2019/2/15 18:10,17.4269,2019/2/14 13:30,17.0186,,2018/1/23 5:50,22.9557,2018/2/1 0:00,17.7417,,2017/3/10 20:50,19.8224,2017/3/5 11:10,20.5487,,,
2019/2/15 18:20,17.4078,2019/2/14 13:40,17.0448,,2018/1/23 5:50,19.4293,2018/2/1 0:00,17.7968,,2017/3/10 21:00,19.7928,2017/3/5 11:20,20.6238,,,
2019/2/15 18:30,17.299,2019/2/14 13:50,17.2177,,2018/1/23 6:00,23.0275,2018/2/1 0:00,17.9369,,2017/3/10 21:10,19.7543,2017/3/5 11:30,20.6399,,,
2019/2/15 18:40,17.2841,2019/2/14 14:00,17.3234,,2018/1/23 6:00,18.5817,2018/2/1 0:00,18.0901,,2017/3/10 21:20,19.7352,2017/3/5 11:40,20.6674,,,
2019/2/15 18:50,17.2648,2019/2/14 14:10,17.3889,,2018/1/23 6:10,23.0593,2018/2/1 0:00,18.0812,,2017/3/10 21:30,19.6926,2017/3/5 11:50,20.6548,,,
2019/2/15 19:00,17.2329,2019/2/14 14:20,17.4266,,2018/1/23 6:10,18.588,2018/2/1 0:00,18.0973,,2017/3/10 21:40,19.625,2017/3/5 12:00,20.5953,,,
2019/2/15 19:10,17.1879,2019/2/14 14:30,17.4369,,2018/1/23 6:20,23.0628,2018/2/1 0:00,17.5822,,2017/3/10 21:50,19.6164,2017/3/5 12:10,20.4674,,,
2019/2/15 19:20,17.1428,2019/2/14 14:40,17.4535,,2018/1/23 6:20,18.5878,2018/2/1 0:00,17.6116,,2017/3/10 22:00,19.6018,2017/3/5 12:20,20.4581,,,
2019/2/15 19:30,17.0807,2019/2/14 14:50,17.4952,,2018/1/23 6:30,23.0757,2018/2/1 0:00,17.625,,2017/3/10 22:10,19.6153,2017/3/5 12:30,20.5505,,,
2019/2/15 19:40,17.0475,2019/2/14 15:00,17.4432,,2018/1/23 6:30,19.4128,2018/2/1 0:00,17.6561,,2017/3/10 22:20,19.6057,2017/3/5 12:40,20.6035,,,
2019/2/15 19:50,17.0247,2019/2/14 15:10,17.4168,,2018/1/23 6:40,23.081,2018/2/1 0:00,17.6998,,2017/3/10 22:30,19.573,2017/3/5 12:50,20.7516,,,
2019/2/15 20:00,17.008,2019/2/14 15:20,17.3264,,2018/1/23 6:40,19.3954,2018/2/1 0:00,17.7406,,2017/3/10 22:40,19.5469,2017/3/5 13:00,20.783,,,
2019/2/15 20:10,16.9827,2019/2/14 15:30,17.0828,,2018/1/23 6:50,23.0942,2018/2/1 0:00,17.4154,,2017/3/10 22:50,19.5606,2017/3/5 13:10,20.6067,,,
2019/2/15 20:20,16.9898,2019/2/14 15:40,16.8865,,2018/1/23 6:50,19.2524,2018/2/1 0:00,17.4387,,2017/3/10 23:00,19.5496,2017/3/5 13:20,20.4402,,,
2019/2/15 20:30,17.0118,2019/2/14 15:50,16.7225,,2018/1/23 7:00,23.0852,2018/2/1 0:00,17.4665,,2017/3/10 23:10,19.5028,2017/3/5 13:30,20.38,,,
2019/2/15 20:40,17.1202,2019/2/14 16:00,16.7089,,2018/1/23 7:00,18.5422,2018/2/1 0:00,17.4979,,2017/3/10 23:20,19.5,2017/3/5 13:40,20.3488,,,
2019/2/15 20:50,17.1966,2019/2/14 16:10,16.7094,,2018/1/23 7:10,23.0535,2018/2/1 0:00,17.5184,,2017/3/10 23:30,19.5634,2017/3/5 13:50,20.3481,,,
2019/2/15 21:00,17.2502,2019/2/14 16:20,16.6444,,2018/1/23 7:10,18.5398,2018/2/1 0:00,17.544,,2017/3/10 23:40,19.6073,2017/3/5 14:00,20.3459,,,
2019/2/15 21:10,17.2903,2019/2/14 16:30,16.6805,,2018/1/23 7:20,23.0528,2018/2/1 0:00,17.2045,,2017/3/10 23:50,19.621,2017/3/5 14:10,20.3183,,,
2019/2/15 21:20,17.3038,2019/2/14 16:40,16.7509,,2018/1/23 7:20,18.5327,2018/2/1 0:00,17.2495,,2017/3/11 0:00,19.5961,2017/3/5 14:20,20.3279,,,
2019/2/15 21:30,17.32,2019/2/14 16:50,16.8318,,2018/1/23 7:30,23.0505,2018/2/1 0:00,17.2914,,2017/3/11 0:10,19.6497,2017/3/5 14:30,20.3508,,,
2019/2/15 21:40,17.3239,2019/2/14 17:00,16.8438,,2018/1/23 7:30,18.6141,2018/2/1 0:00,17.3369,,2017/3/11 0:20,19.803,2017/3/5 14:40,20.3741,,,
2019/2/15 21:50,17.3377,2019/2/14 17:10,16.8643,,2018/1/23 7:40,23.0526,2018/2/1 0:00,17.3585,,2017/3/11 0:30,20.0124,2017/3/5 14:50,20.3562,,,
2019/2/15 22:00,17.3696,2019/2/14 17:20,16.866,,2018/1/23 7:40,18.5905,2018/2/1 0:00,17.3937,,2017/3/11 0:40,20.0963,2017/3/5 15:00,20.3434,,,
2019/2/15 22:10,17.4108,2019/2/14 17:30,16.8468,,2018/1/23 7:50,23.0469,2018/2/1 0:00,14.5711,,2017/3/11 0:50,20.1747,2017/3/5 15:10,20.3133,,,
2019/2/15 22:20,17.4579,2019/2/14 17:40,16.853,,2018/1/23 7:50,18.5843,2018/2/1 0:00,16.0681,,2017/3/11 1:00,20.2313,2017/3/5 15:20,20.2666,,,
2019/2/15 22:30,17.4942,2019/2/14 17:50,16.8524,,2018/1/23 8:00,23.037,2018/2/1 0:00,16.7369,,2017/3/11 1:10,20.3281,2017/3/5 15:30,20.2169,,,
2019/2/15 22:40,17.5372,2019/2/14 18:00,16.8664,,2018/1/23 8:00,18.517,2018/2/1 0:00,17.0128,,2017/3/11 1:20,20.4516,2017/3/5 15:40,20.2048,,,
2019/2/15 22:50,17.5894,2019/2/14 18:10,16.8886,,2018/1/23 8:10,23.0224,2018/2/1 0:00,17.0861,,2017/3/11 1:30,20.5544,2017/3/5 15:50,20.2247,,,
2019/2/15 23:00,17.6429,2019/2/14 18:20,16.8784,,2018/1/23 8:10,18.5125,2018/2/1 0:00,17.1472,,2017/3/11 1:40,20.5975,2017/3/5 16:00,20.2402,,,
2019/2/15 23:10,17.684,2019/2/14 18:30,16.8588,,2018/1/23 8:20,23.0018,2018/2/1 0:00,13.4719,,2017/3/11 1:50,20.6535,2017/3/5 16:10,20.2411,,,
2019/2/15 23:20,17.7052,2019/2/14 18:40,16.8143,,2018/1/23 8:20,18.4992,2018/2/1 0:00,13.7173,,2017/3/11 2:00,20.728,2017/3/5 16:20,20.2511,,,
2019/2/15 23:30,17.7338,2019/2/14 18:50,16.8143,,2018/1/23 8:30,22.9693,2018/2/1 0:00,13.2524,,2017/3/11 2:10,20.8033,2017/3/5 16:30,20.2751,,,
2019/2/15 23:40,17.7891,2019/2/14 19:00,16.8164,,2018/1/23 8:30,18.5803,2018/2/1 0:00,13.0741,,2017/3/11 2:20,20.9007,2017/3/5 16:40,20.2949,,,
2019/2/15 23:50,17.846,2019/2/14 19:10,16.8024,,2018/1/23 8:40,22.9296,2018/2/1 0:00,13.6837,,2017/3/11 2:30,21.006,2017/3/5 16:50,20.3206,,,
2019/2/16 0:00,17.8896,2019/2/14 19:20,16.7791,,2018/1/23 8:40,18.572,2018/2/1 0:00,13.9994,,2017/3/11 2:40,21.1137,2017/3/5 17:00,20.3288,,,
2019/2/16 0:10,17.9123,2019/2/14 19:30,16.7572,,2018/1/23 8:50,22.8859,2018/2/1 0:00,12.9807,,2017/3/11 2:50,21.2293,2017/3/5 17:10,20.3252,,,
2019/2/16 0:20,17.9636,2019/2/14 19:40,16.7159,,2018/1/23 8:50,18.5674,2018/2/1 0:00,13.0995,,2017/3/11 3:00,21.3508,2017/3/5 17:20,20.3004,,,
2019/2/16 0:30,18.0373,2019/2/14 19:50,16.6631,,2018/1/23 9:00,22.854,2018/2/1 0:00,13.181,,2017/3/11 3:10,21.4671,2017/3/5 17:30,20.3177,,,
2019/2/16 0:40,18.1653,2019/2/14 20:00,16.5789,,2018/1/23 9:00,18.4771,2018/2/1 0:00,13.4782,,2017/3/11 3:20,21.5831,2017/3/5 17:40,20.3179,,,
2019/2/16 0:50,18.2858,2019/2/14 20:10,16.4478,,2018/1/23 9:10,22.82,2018/2/1 0:00,13.6814,,2017/3/11 3:30,21.6797,2017/3/5 17:50,20.3068,,,
2019/2/16 1:00,18.4254,2019/2/14 20:20,16.3988,,2018/1/23 9:10,18.4743,2018/2/1 0:00,13.6506,,2017/3/11 3:40,21.7362,2017/3/5 18:00,20.2899,,,
2019/2/16 1:10,18.5837,2019/2/14 20:30,16.285,,2018/1/23 9:20,22.7837,2018/2/1 0:00,13.7823,,2017/3/11 3:50,21.8113,2017/3/5 18:10,20.268,,,
2019/2/16 1:20,18.7825,2019/2/14 20:40,16.2034,,2018/1/23 9:20,18.468,2018/2/1 0:00,13.1904,,2017/3/11 4:00,21.8892,2017/3/5 18:20,20.2403,,,
2019/2/16 1:30,18.9004,2019/2/14 20:50,16.2543,,2018/1/23 9:30,22.7564,2018/2/1 0:00,12.7605,,2017/3/11 4:10,21.9812,2017/3/5 18:30,20.1841,,,
2019/2/16 1:40,18.9865,2019/2/14 21:00,16.2141,,2018/1/23 9:30,18.5317,2018/2/1 0:00,12.9671,,2017/3/11 4:20,22.067,2017/3/5 18:40,20.149,,,
2019/2/16 1:50,19.0708,2019/2/14 21:10,16.1794,,2018/1/23 9:40,22.7087,2018/2/1 0:00,12.8454,,2017/3/11 4:30,22.1527,2017/3/5 18:50,20.0386,,,
2019/2/16 2:00,19.195,2019/2/14 21:20,16.1076,,2018/1/23 9:40,18.5295,2018/2/1 0:00,12.8809,,2017/3/11 4:40,22.2435,2017/3/5 19:00,19.9745,,,
2019/2/16 2:10,19.4001,2019/2/14 21:30,15.997,,2018/1/23 9:50,22.6659,2018/2/1 0:00,14.4811,,2017/3/11 4:50,22.3133,2017/3/5 19:10,19.912,,,
2019/2/16 2:20,19.5469,2019/2/14 21:40,15.8982,,2018/1/23 9:50,18.5208,2018/2/1 0:00,14.6403,,2017/3/11 5:00,22.3719,2017/3/5 19:20,19.8448,,,
2019/2/16 2:30,19.6323,2019/2/14 21:50,15.322,,2018/1/23 10:00,22.6486,2018/2/1 0:00,14.759,,2017/3/11 5:10,22.4221,2017/3/5 19:30,19.7714,,,
2019/2/16 2:40,19.7617,2019/2/14 22:00,15.1261,,2018/1/23 10:00,18.5552,2018/2/1 0:00,14.8066,,2017/3/11 5:20,22.4716,2017/3/5 19:40,19.6986,,,
2019/2/16 2:50,19.9167,2019/2/14 22:10,15.282,,2018/1/23 10:10,22.6264,2018/2/1 0:00,14.7229,,2017/3/11 5:30,21.7197,2017/3/5 19:50,19.6291,,,
2019/2/16 3:00,20.1159,2019/2/14 22:20,15.4395,,2018/1/23 10:10,18.7033,2018/2/1 0:00,14.4016,,2017/3/11 5:40,21.3302,2017/3/5 20:00,19.5457,,,
2019/2/16 3:10,20.392,2019/2/14 22:30,15.6855,,2018/1/23 10:20,22.6051,2018/2/1 0:00,15.7032,,2017/3/11 5:50,21.2767,2017/3/5 20:10,19.4597,,,
2019/2/16 3:20,20.5999,2019/2/14 22:40,15.7313,,2018/1/23 10:20,18.7979,2018/2/1 0:00,15.8072,,2017/3/11 6:00,21.2372,2017/3/5 20:20,19.4003,,,
2019/2/16 3:30,20.7707,2019/2/14 22:50,15.7201,,2018/1/23 10:30,22.5647,2018/2/1 0:00,15.7585,,2017/3/11 6:10,21.1757,2017/3/5 20:30,19.3656,,,
2019/2/16 3:40,20.9641,2019/2/14 23:00,15.4659,,2018/1/23 10:30,18.5023,2018/2/1 0:00,15.6506,,2017/3/11 6:20,21.0839,2017/3/5 20:40,19.3657,,,
2019/2/16 3:50,21.0872,2019/2/14 23:10,15.3384,,2018/1/23 10:40,22.5401,2018/2/1 0:00,15.4798,,2017/3/11 6:30,21.0346,2017/3/5 20:50,19.3526,,,
2019/2/16 4:00,20.7462,2019/2/14 23:20,15.4117,,2018/1/23 10:40,18.4889,2018/2/1 0:00,15.1532,,2017/3/11 6:40,21.0053,2017/3/5 21:00,19.3469,,,
2019/2/16 4:10,19.8547,2019/2/14 23:30,15.5856,,2018/1/23 10:50,22.473,2018/2/1 0:00,16.0216,,2017/3/11 6:50,20.9693,2017/3/5 21:10,19.3181,,,
2019/2/16 4:20,19.4556,2019/2/14 23:40,15.7786,,2018/1/23 10:50,18.4821,2018/2/1 0:00,15.9602,,2017/3/11 7:00,20.9533,2017/3/5 21:20,19.2728,,,
2019/2/16 4:30,19.5992,2019/2/14 23:50,16.1812,,2018/1/23 11:00,22.3807,2018/2/1 0:00,15.8528,,2017/3/11 7:10,20.9767,2017/3/5 21:30,19.2629,,,
2019/2/16 4:40,19.5717,2019/2/15 0:00,16.5689,,2018/1/23 11:00,18.7306,2018/2/1 0:00,15.7098,,2017/3/11 7:20,20.9789,2017/3/5 21:40,19.2637,,,
2019/2/16 4:50,19.5909,2019/2/15 0:10,16.705,,2018/1/23 11:10,22.3866,2018/2/1 0:00,15.5783,,2017/3/11 7:30,20.9596,2017/3/5 21:50,19.2012,,,
2019/2/16 5:00,19.7249,2019/2/15 0:20,16.8186,,2018/1/23 11:10,18.7451,2018/2/1 0:00,15.6349,,2017/3/11 7:40,20.9795,2017/3/5 22:00,19.1732,,,
2019/2/16 5:10,19.7169,2019/2/15 0:30,17.0429,,2018/1/23 11:20,22.5953,2018/2/1 0:00,16.4358,,2017/3/11 7:50,20.962,2017/3/5 22:10,19.1345,,,
2019/2/16 5:20,19.6632,2019/2/15 0:40,17.2017,,2018/1/23 11:20,18.7511,2018/2/1 0:00,16.3921,,2017/3/11 8:00,20.8686,2017/3/5 22:20,19.0761,,,
2019/2/16 5:30,19.5347,2019/2/15 0:50,17.2406,,2018/1/23 11:30,23.2441,2018/2/1 0:00,16.3484,,2017/3/11 8:10,20.7595,2017/3/5 22:30,19.0198,,,
2019/2/16 5:40,19.2847,2019/2/15 1:00,17.2989,,2018/1/23 11:30,18.4616,2018/2/1 0:00,16.2858,,2017/3/11 8:20,20.7566,2017/3/5 22:40,19.0043,,,
2019/2/16 5:50,19.1883,2019/2/15 1:10,17.3338,,2018/1/23 11:40,23.2967,2018/2/1 0:00,16.1719,,2017/3/11 8:30,20.7536,2017/3/5 22:50,19.0019,,,
2019/2/16 6:00,19.2571,2019/2/15 1:20,17.3759,,2018/1/23 11:40,18.4563,2018/2/1 0:00,16.0576,,2017/3/11 8:40,20.7415,2017/3/5 23:00,19.0252,,,
2019/2/16 6:10,19.0786,2019/2/15 1:30,17.3015,,2018/1/23 11:50,23.2082,2018/2/1 0:00,16.5305,,2017/3/11 8:50,20.7191,2017/3/5 23:10,19.1364,,,
2019/2/16 6:20,19.1339,2019/2/15 1:40,17.1947,,2018/1/23 11:50,18.506,2018/2/1 0:00,16.5446,,2017/3/11 9:00,20.7177,2017/3/5 23:20,19.2687,,,
2019/2/16 6:30,18.9176,2019/2/15 1:50,17.1494,,2018/1/23 12:00,22.9143,2018/2/1 0:00,16.5535,,2017/3/11 9:10,20.6478,2017/3/5 23:30,19.0797,,,
2019/2/16 6:40,18.7736,2019/2/15 2:00,17.2114,,2018/1/23 12:00,18.4455,2018/2/1 0:00,16.5369,,2017/3/11 9:20,20.634,2017/3/5 23:40,19.0736,,,
2019/2/16 6:50,18.7324,2019/2/15 2:10,17.4914,,2018/1/23 12:10,22.6144,2018/2/1 0:00,16.5326,,2017/3/11 9:30,20.6259,2017/3/5 23:50,19.0856,,,
2019/2/16 7:00,18.7161,2019/2/15 2:20,17.8364,,2018/1/23 12:10,18.4561,2018/2/1 0:00,16.4964,,2017/3/11 9:40,20.6135,2017/3/6 0:00,19.0608,,,
2019/2/16 7:10,18.7221,2019/2/15 2:30,18.0026,,2018/1/23 12:20,22.6817,2018/2/1 0:00,16.5183,,2017/3/11 9:50,20.5815,2017/3/6 0:10,18.9036,,,
2019/2/16 7:20,18.7371,2019/2/15 2:40,18.1818,,2018/1/23 12:20,18.5032,2018/2/1 0:00,16.5209,,2017/3/11 10:00,20.5392,2017/3/6 0:20,18.6254,,,
2019/2/16 7:30,18.7533,2019/2/15 2:50,18.4872,,2018/1/23 12:30,22.735,2018/2/1 0:00,16.5177,,2017/3/11 10:10,20.5184,2017/3/6 0:30,18.3843,,,
2019/2/16 7:40,18.7638,2019/2/15 3:00,18.6051,,2018/1/23 12:30,18.7999,2018/2/1 0:00,16.5155,,2017/3/11 10:20,20.4911,2017/3/6 0:40,18.1905,,,
2019/2/16 7:50,18.691,2019/2/15 3:10,18.7301,,2018/1/23 12:40,22.8168,2018/2/1 0:00,16.5208,,2017/3/11 10:30,20.4453,2017/3/6 0:50,18.1615,,,
